gene_id	Camb13_P	Camb13_R	Camb4_P	Camb7_P	Camb4_R	Camb7_R	Camb8_P	Camb9_P	Camb9_R	Camb8_R	Camb10_P	Camb10_R
ENSG00000299087	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000299088	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299089	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299090	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299091	1	2	9	0	1	0	1	2	11	1	0	0
ENSG00000299092	1.14	1.16	2.55	3.53	1.16	0	2	13.19	9.26	8.15	14.78	1
ENSG00000299093	4	13	19	3	4	2	0	5	4	1	3	0
ENSG00000299094	0	0	0	1	0	0	2	0	0	1	0	1
ENSG00000299095	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000299096	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299099	0	0	0	0	10	0	0	7	3	0	0	2
ENSG00000299100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299102	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000299103	0	1	2	0	3	0	1	1	0	0	0	0
ENSG00000299104	1	2	1	3	0	0	0	0	0	1	1	3
ENSG00000299105	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000299106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299108	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299110	0	1	0	3	2	0	2	1	1	0	0	0
ENSG00000299111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299112	1	0	1	0	0	0	0	1	0	0	0	0
ENSG00000299113	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299114	5	3	4.79	4.72	0	1	2	11.44	2.73	1.53	2.92	1
ENSG00000299115	2	1	7	0	0	2	0	2	0	1	1	0
ENSG00000299116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299118	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000299119	5	10	7	10	10	3	0	23	11	12	2	0
ENSG00000299120	1	1	3	0	2	1	4	13	2	2	2	0
ENSG00000299121	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299122	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000299123	1	2	0	1	0	0	1	2	0	0	6	0
ENSG00000299124	1	1	0	1	0	0	0	0	1	0	0	0
ENSG00000299125	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299126	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299127	0	0	0	0	0	0	0	0	1	1	2	0
ENSG00000299128	4	4	3	4	0	3	3	4	7.69	0	0	2.79
ENSG00000299129	1.07	0	0	0	9.4	7.55	0	1.14	2.13	0	0	5
ENSG00000299130	0	1	0	0	3	1	0	0	6	4	4	0
ENSG00000299131	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299132	0	1	5	0	5	1	0	1	1	0	2	1
ENSG00000299133	3	1	0	0	0	0	1	0	1	0	0	3
ENSG00000299134	1	1	3	3	0	0	0	3	0	1	0	0
ENSG00000299135	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000299136	0	0	1	0	0	0	0	2	0	1	2	0
ENSG00000299137	6	0	8	1	2	8	0	6	5	2	14	1
ENSG00000299138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299139	0	0	0	0	2	0	0	2	3	3	0	0
ENSG00000299140	1	0	0	0	2	1	0	5	1	0	0	0
ENSG00000299141	0	0	3	0	1	0	0	0	0	0	0	0
ENSG00000299142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299144	4	1	0	0	0	0	0	1	1	0	0	2
ENSG00000299145	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299146	41	28	20	16	33	30	0	33	48	26	0	0
ENSG00000299147	0	0	0	10	0	1	1	1	0	0	7	7
ENSG00000299148	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000299149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299150	1	4.06	1	1	1	2	0	3	1	4	2	1
ENSG00000299151	1	1	0	0	3	0	0	1.74	1	0	0	0
ENSG00000299152	1	0	0	1.86	0	0	0	0	1.03	0	0	1
ENSG00000299153	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299154	2	1	0	0	0	1	1	0	0	0	2	2
ENSG00000299155	3	1	0	3	0	1	0	0	1	0	0	0
ENSG00000299156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299157	0	0	0	0	0	0	1	2	2	1	0	1
ENSG00000299158	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299161	2	2	0	2	2	0	0	0	0	0	2	0
ENSG00000299162	9	21	15	10	19	21	11	10	10	15	6	23
ENSG00000299163	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299164	5.09	4.68	10.41	19.82	5.74	8.4	1	2.23	8.87	11.14	3.71	3
ENSG00000299165	28	24	32	13	16	21	0	27	17	16	18	0
ENSG00000299166	2	0	1	1	3	0	1	2	2	1	0	1
ENSG00000299167	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299169	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000299170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299171	5.54	1.01	0	0	0	0	0	2	5	0	0	2
ENSG00000299172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299174	5	8	6	3	10	3	7	9	4	2	0	6
ENSG00000299175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299176	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000299177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299178	1	0	0	0	0	0	0	0	0	0	1	1
ENSG00000299179	12.52	6.91	9.99	0	0	9.28	0	3	2.83	10.62	0	2
ENSG00000299180	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299181	5	4	2	0	4	2	5	1	0	6	5	5
ENSG00000299182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299183	0	0	3	0	0	0	0	0	0	0	0	0
ENSG00000299184	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299185	17	18	24	16	19	42	42	8	8	44	2	15
ENSG00000299186	0	0	0	0	0	1	0	0	0	1	1	0
ENSG00000299187	0	2.22	0	2.33	4.68	2.11	0	0	1.17	0	0	0
ENSG00000299188	0	0	0	3	0	0	0	5	1	0	3	0
ENSG00000299189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299190	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000299191	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299192	6	4	14	11	3	15	8	11	6	20	1	6
ENSG00000299193	0	0	3	0	0	0	0	3.16	3	2	1	0
ENSG00000299194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299196	0	0	2	0	1	0	0	2	1	1	3	0
ENSG00000299197	2	1	0	0	1	1	2	12	24	15	0	1
ENSG00000299198	3	2	0	0	1	0	0	3	2	0	0	0
ENSG00000299199	67	38	13	23	75	46	22	24	30	27	20	62
ENSG00000299200	13	34.11	12.84	0	5	1	0	20.89	39.61	0	0	0
ENSG00000299201	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000299202	4	1	3	3	7	0	8	4	2	8	1	3
ENSG00000299203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299204	4	2	3	4	0	0	0	1	0	0	1	0
ENSG00000299205	3	1	0	0	3	2	0	0	2	0	1	1
ENSG00000299206	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000299207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299210	3.94	4.42	33.71	2.1	7.79	3.07	0	19.18	24.31	4.04	5.04	10
ENSG00000299211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299212	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000299213	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299214	0	5	6	2	2	1	1	4	2	0	0	1
ENSG00000299215	5	12	17	19	17	15	14	12	9	9	4	9
ENSG00000299216	1	0	0	0	0	1	0	3	0	0	1	1
ENSG00000299217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299218	0	0	0	0	0	0	0	0	0	0	0	11
ENSG00000299219	4	13	15	11	12	6	0	9	11	13	5	0
ENSG00000299220	3	5	4	0	5	0	0	8	17	29	2	0
ENSG00000299221	19	34	28	20	35	13	0	16	20	10	4	0
ENSG00000299222	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299223	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000299224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299225	1	3	0	2	3	2	0	4	1	3	3	0
ENSG00000299226	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299227	20	20	14	19	23	4	15	19	30	12	2	6
ENSG00000299228	3.71	8.77	10.93	5.01	4.86	0	7	0	2	9.23	0	2
ENSG00000299229	0	0	4.96	0	0	0	0	0	3.43	0	0	0
ENSG00000299230	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299231	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299233	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299235	33	46	58	20	54	23	0	26	44	36	19	1
ENSG00000299236	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299237	1	2	0	3	2	5	2	2	3	1	0	6
ENSG00000299238	0	1	0	1	0	1	1	2	2	0	2	12
ENSG00000299239	0	0	2	1	1	0	0	0	0	0	0	0
ENSG00000299240	0	0	1	0	1	0	0	7	0	0	0	0
ENSG00000299241	0	0	0	0	3	0	0	0	0	0	0	1
ENSG00000299242	12.73	4.81	10.92	12.02	20.2	1.01	0	19.35	18.51	14.07	9.54	0
ENSG00000299243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299245	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299246	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000299247	2.72	1.7	0	0	9.43	1.75	0	0	5.31	0	0	0
ENSG00000299248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299249	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000299250	27	34.05	30	32.23	57.06	12	12	32	47.06	16	0	2
ENSG00000299251	1	3	5	0	6	1	0	1	1	0	0	3
ENSG00000299252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299253	3	2	1	5	4	2	0	10	3	2	0	4
ENSG00000299254	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000299255	17	10	17	29	3	6	0	9	17	13	12	0
ENSG00000299256	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000299257	0	3.61	0	0	0	2	0	0	0	0	0	0
ENSG00000299258	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299259	3	1	6	0.62	0	1	0	8	3	0	0	0
ENSG00000299260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299261	11	3	1	3	21	5	8	3	4	8	1	6
ENSG00000299262	5.06	9.32	3.03	4	1	1.04	0	4.06	3	4.05	0	0
ENSG00000299263	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299264	0	2	2.01	0	0	0	0	1	3	2.01	1	0
ENSG00000299265	6	1	1	5	4	3	0	5	5	6	2	0
ENSG00000299266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299267	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299268	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000299269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299271	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000299272	18	22	27	4	18	6	7	18	22	17	11	7
ENSG00000299273	0	0	0	0	0	0	0	4	3	1	0	2
ENSG00000299274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299275	2	2	0	0	1	0	0	4	0	1	2	0
ENSG00000299276	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299277	0	1	0	0	0	0	0	2	0	2	0	0
ENSG00000299278	0	4	0	0	0	2	1	2	0	1	3	8
ENSG00000299279	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000299280	0	0	0	0	5	0	0	9	5	0	2	10
ENSG00000299281	0	1	2	1	2	1	0	3	2	0	0	2
ENSG00000299282	90	59	29	17	155	23	29	36	22	53	1	43
ENSG00000299283	1	8	7	2	7	6	0	2	3	3	1	0
ENSG00000299284	0	1	0	0	1.33	0	0	0	1.05	1.06	0	0
ENSG00000299285	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299286	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299287	4	11	5	7	8	9	0	4	17	5	7	7
ENSG00000299288	0	0	0	0	0	0	0	0	0	0	0	1.04
ENSG00000299289	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000299290	2	0	0	0	3	0	0	1	0	1	0	0
ENSG00000299291	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299292	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299293	2	1	1	2	0	5	0	0	0	0	3.36	4
ENSG00000299294	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000299295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299296	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000299297	4.11	3.04	12.19	4	3.01	5	1	4.11	13.84	11.07	17.22	3
ENSG00000299298	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000299299	0	5.05	2	1.27	2.07	0	4	10.57	5.29	6.3	0	5.33
ENSG00000299300	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299302	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299303	44	15	28	10	84	8	16	18	28	15	9	8
ENSG00000299304	7	2	17	8	26	4	0	27	36	8	6	1
ENSG00000299305	1	0	0	0	2	0	0	7	4	1	0	0
ENSG00000299306	0	0	0	4	3	0	0	0	0	3.16	0	0
ENSG00000299307	36.52	52.43	32.66	34.74	25.08	39.24	18	47.86	31.98	28.31	14.62	10
ENSG00000299308	6	39	0	2	2	11	1	2	6	1	1	27
ENSG00000299309	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299310	0	1	0	1	0	4	0	1	0	0	8	0
ENSG00000299311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299312	4	1	5	3	0	4	0	1	3	3	0	0
ENSG00000299313	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299314	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299317	12	8	16	8	9.87	8	0	19	6.5	4	5	0
ENSG00000299318	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299319	1	0	0	0	0	4	0	0	1	0	1	0
ENSG00000299320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299321	65	56	35	19	28	18	0	23	23	26	4	1
ENSG00000299322	26.93	25.38	8.69	25.35	46.74	68.46	52.97	155.16	44.05	81.57	16.87	95.88
ENSG00000299323	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299324	31	16.16	31.55	14	25.84	12.8	33	26.91	27	15	5	28
ENSG00000299325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299326	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299327	1	0	3	0	0	0	0	0	0	3	0	0
ENSG00000299328	1	0	5	1	0	0	0	3	4	4	0	1
ENSG00000299329	11.23	28.01	22	18	18	12.41	2	16.37	7	2	13	3.03
ENSG00000299330	0	2	0	1	3	3	0	0	2	0	0	0
ENSG00000299331	0	0	1	2	13	3	0	5	3	0	0	1
ENSG00000299332	0	0	9	0	1	4	6	5	3	11	5	5
ENSG00000299333	0	4	0	0	2	3	1	1	0	3	2	9
ENSG00000299334	8	1	0	3	1	3	0	2	7	5	1	0
ENSG00000299335	1	0	6	0	4	4	3	1	3	0	4	6
ENSG00000299336	1	0	1	0	26	0	0	4	0	0	0	0
ENSG00000299337	5	7	11	6	6	5	0	16	15	11	3	0
ENSG00000299338	8	0	1	0	0	0	0	2	1	0	0	0
ENSG00000299339	17.65	27.52	21	25.16	31.09	30.92	22	30.36	42.53	14	0	15
ENSG00000299340	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299341	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299342	12	18	8	9	23	2	0	16	21	2	5	0
ENSG00000299343	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299344	12	80	34	280	86	90	1	185	299	57	260	0
ENSG00000299345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299346	39	33.84	53.45	23	41.16	39.2	14	30.09	18	29	3	14
ENSG00000299347	2.11	0	0	0	5	0	0	0	1.94	1	0	1
ENSG00000299348	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299349	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299350	2	2	1	1	8	1	3	4	4	2	0	2
ENSG00000299351	3	7	0	4	5	2	0	1	0	0	0	4
ENSG00000299352	2	2	4	1	1	0	0	8	3	4	1	1
ENSG00000299353	0	2	11	1	3	0	1	5	2	8	6	5
ENSG00000299354	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299356	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000299357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299358	2.01	3.09	2.02	0	2.06	2	1	3.19	6.11	3.05	4.15	0
ENSG00000299359	0	1	0	1	0	2	0	1	1	0	0	0
ENSG00000299360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299361	0	1	0	3.41	0	0	0	0	0	0	0	0
ENSG00000299362	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299363	19	15	31	10	7	8	0	14	18	18	3	0
ENSG00000299364	0	3	0	1	0	0	0	0	0	0	0	0
ENSG00000299365	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299366	2	2	6	0	2	1	3	1	3	1	0	1
ENSG00000299367	20	15	22	20	14	10	2	16	12	10	19	1
ENSG00000299368	0	2.24	3	2.04	0	2.03	0	2	0	0	0	0
ENSG00000299369	0	0	0	0	0	0	0	0	0	0	0.5	0
ENSG00000299370	3	0	6	0	0	0	0	0	0	0	0	0
ENSG00000299371	0	0	0	4	0	0	1	1	0	0	1	2
ENSG00000299372	3	2	3	1	4	1	0	5	3	6	0	0
ENSG00000299373	0	0	0	0	1	0	0	1	0	0	0	2
ENSG00000299374	0	0	2	1	1	0	0	1	0	0	0	1
ENSG00000299375	0	1	1	1	0	0	0	1	0	0	0	0
ENSG00000299376	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299377	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000299378	0	0	0	8	16	4	12	9	4	4	0	8
ENSG00000299379	0	0	0	1	1	7	2	0	2	0	2	1
ENSG00000299380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299381	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299382	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000299383	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299384	0	0	0	0	0	1.92	0	4.01	4	0	14	0
ENSG00000299385	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299386	0	0	0	0	0	2	0	0	1	0	0	0
ENSG00000299387	6	12	11	5	3	3	4	5	2	0	3	7
ENSG00000299388	0	3	0	0	1	2	0	1	4	0	1	0
ENSG00000299389	16	16	32	20	22	10	0	19	14	24	11	0
ENSG00000299390	2	3	6	10	5	8	2	3	0	1	0	4
ENSG00000299391	24	36	43	26	18	9	0	30	15	12	9	0
ENSG00000299392	2	0	2	0	0	0	0	1	0	0	0	1
ENSG00000299393	0	0	2	0	0	0	0	0	2	1	0	0
ENSG00000299394	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299395	4.27	5.6	9.91	9.92	8.72	3.13	0	10.02	19.45	11.27	9.36	0
ENSG00000299396	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299397	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000299398	6	6	1	4	1	5	4	4	8	4	1	2
ENSG00000299399	13	32	27	1	12	9	1	7	8	7	5	0
ENSG00000299400	9	10	5	11	1.39	3.62	1	2	3	4	0	0
ENSG00000299401	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000299402	0	2	0	5.5	0	0	14	4.83	9.01	6.95	0	9
ENSG00000299403	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299404	1.09	3	0	0	1.14	0	0	1.2	0	0	0	0
ENSG00000299405	8	7	28	1	10	0	1	10	6	5	14	0
ENSG00000299406	2	9	3	4	3	2	0	7	5	5	3	0
ENSG00000299407	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299408	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299409	31.02	37.81	72.19	78.27	61.6	33.76	11.91	55.81	48.35	43.19	33.79	39.67
ENSG00000299410	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299411	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299412	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299413	0	0	0	1.19	3.94	0	0	2	0	0	1.19	0
ENSG00000299414	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299415	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299416	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000299417	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299419	14.78	34.5	34.58	18.08	12.37	12.85	0	18.73	9.27	13.69	13.54	1
ENSG00000299420	2	5	1	1	0	5	0	7	4	2	0	2
ENSG00000299421	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299422	8	0	0	0	0	0	0	0	0	2	0	0
ENSG00000299423	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000299424	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000299425	0	0	0	0	1	0	0	1	0	0	3	0
ENSG00000299426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299427	0	0	0	0	0	2	0	0	0	0	1	0
ENSG00000299428	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000299429	1	0	1	0	0	0	0	0	1	1	0	0
ENSG00000299430	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000299431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299432	1	0	0	1	3	0	0	4	0	0	1	0
ENSG00000299433	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299434	0	5	9	2	5	0	0	3	6	7	1	0
ENSG00000299435	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299436	2	3	4	5	0	0	0	2	0	5	3	0
ENSG00000299437	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299440	2	3	9	3	4	1	0	6	5	5	1	0
ENSG00000299441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299442	1	0	1	0	0	0	0	0	0	0	0	1
ENSG00000299443	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299444	13.58	13.08	30.08	9.37	11.9	4.07	0	19.92	24.42	5.15	1.18	1
ENSG00000299445	0	0	0	0	1	0	1	4	7	0	1	0
ENSG00000299446	1	1	0	0	1	0	0	0	0	3	2	0
ENSG00000299447	0	0	7	0	21	7	0	18	21	5	2	0
ENSG00000299448	6	15.18	0	1.31	2.03	0	9	0	10.26	0	5.02	11
ENSG00000299449	19	19	14	19	29	16	0	20	18	24	7	0
ENSG00000299450	10	12	0	13	3	3	2	10	14	1	6	1
ENSG00000299451	1	0	2	2	0	1	0	3	1	1	0	2
ENSG00000299452	7	7	3	6	17	1	4	9	6	6	1	6
ENSG00000299453	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299454	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000299455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299456	0	0	0	1.59	2	0	3	0	2	0	0	4
ENSG00000299457	1	1	9	3	0	0	1	6	1	0	0	3
ENSG00000299458	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000299459	26.22	31.5	69.42	34.92	14.63	10.15	37	18.27	15.73	28.31	28.46	30
ENSG00000299460	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000299461	3	2	0	0	2	0	0	6	0	0	0	0
ENSG00000299462	24	40	57	55	26	21	0	37	48	44	34	0
ENSG00000299463	0	0	0	1.99	0	4	0	0	0	0	0	1
ENSG00000299464	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000299465	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299466	48	16.82	26	18.69	120.97	32	30	28	23.38	43	39.98	35
ENSG00000299467	1	0	1	0	1	0	0	0	1	0	0	0
ENSG00000299468	1	1	5	0	4	0	3	4	0	3	47	1
ENSG00000299469	0	0	1.44	0	0	0	0	1	0	1.56	0	0
ENSG00000299470	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299472	0	0	1	0	2	0	0	1.09	0	1.17	0	0
ENSG00000299473	1	0	1.24	0	2	3	0	4	7.3	1	0	0
ENSG00000299474	0	5.48	0	1.09	0	0	0	7.84	1.06	4.71	2	0
ENSG00000299475	1	0	3	0	4	1	0	0	0	1	0	0
ENSG00000299476	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299477	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000299478	2	1	0	1	6	2	3	4	7	5	0	3
ENSG00000299479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299480	2	0	0	0	5	0	0	2	1	0	3	0
ENSG00000299481	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000299482	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000299483	4	6	1	9	8	1	0	10	4	1	1	3
ENSG00000299484	0	2	3	1	0	0	0	1	1	0	0	0
ENSG00000299485	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000299486	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299488	0	0	0	0	0	1	0	3	1	2	1	0
ENSG00000299489	21	16	10	10	5	5	0	7	6	15	14	0
ENSG00000299490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000299491	4	1	0	3	1	1	0	0	0	0	1	0
